1	4	3	10.0	48
2	4	2	20.0	47
3	4	1	30.0	46
4	3	1	40.0	49
5	2	1	50.0	52
6	1	1	60.0	55
7	1	0	110.0	56
8	2	0	120.0	55
9	3	0	130.0	54
10	4	0	140.0	53
11	5	0	150.0	52
12	6	0	160.0	55
13	7	0	170.0	58
14	8	0	180.0	61
15	9	0	190.0	64
16	9	1	200.0	63
17	9	2	210.0	62
18	9	3	220.0	61
19	9	4	230.0	60
20	9	3	240.0	69
21	9	2	250.0	68
22	9	1	260.0	67
23	8	1	310.0	66
24	7	1	320.0	65
25	6	1	330.0	64
26	5	1	340.0	63
27	5	2	350.0	62
28	5	3	360.0	61
29	5	4	370.0	60
30	5	3	380.0	59
31	5	2	390.0	58
32	5	1	400.0	57
33	6	1	410.0	56
34	7	1	420.0	55
35	8	1	430.0	54
36	9	1	440.0	53
37	9	2	450.0	52
38	9	3	460.0	51
39	9	4	470.0	50
40	9	5	480.0	49
41	9	6	500.0	67
42	9	7	510.0	70
43	9	8	520.0	73
44	9	9	530.0	76
45	8	9	540.0	75
46	7	9	550.0	74
47	6	9	560.0	73
48	5	9	570.0	72
49	6	9	580.0	75
50	7	9	590.0	78
51	8	9	600.0	81
52	8	8	650.0	78
53	7	8	660.0	77
54	6	8	670.0	76
55	5	8	680.0	75
56	5	7	690.0	74
57	5	6	700.0	73
58	5	5	710.0	72
59	5	6	720.0	71
60	5	7	730.0	70
61	5	8	740.0	69
62	6	8	750.0	68
63	7	8	760.0	67
64	8	8	770.0	66
65	8	9	780.0	65
66	7	9	790.0	64
67	6	9	800.0	63
68	5	9	810.0	62
69	4	9	820.0	61
70	3	9	840.0	79
71	2	9	850.0	82
72	1	9	860.0	85
73	0	9	870.0	88
74	0	8	880.0	87
75	0	7	890.0	86
76	0	6	900.0	85
77	0	5	910.0	84
78	0	6	920.0	87
79	0	7	930.0	90
80	0	8	940.0	93
81	1	8	990.0	90
82	1	7	1000.0	89
83	1	6	1010.0	88
84	1	5	1020.0	87
85	2	5	1030.0	86
86	3	5	1040.0	85
87	4	5	1050.0	84
88	3	5	1060.0	83
89	2	5	1070.0	82
90	1	5	1080.0	81
91	1	6	1090.0	80
92	1	7	1100.0	79
93	1	8	1110.0	78
94	0	8	1120.0	77
95	0	7	1130.0	76
96	0	6	1140.0	75
97	0	5	1150.0	74
98	0	4	1160.0	73
99	0	3	1180.0	114
100	0	2	1190.0	117
101	0	1	1200.0	116
102	1	1	1250.0	115
103	1	2	1260.0	114
104	1	3	1270.0	113
105	1	4	1280.0	112
106	2	4	1290.0	111
107	3	4	1300.0	110
108	4	4	1310.0	109
109	3	4	1320.0	108
110	2	4	1330.0	107
111	1	4	1340.0	106
112	1	3	1350.0	105
113	1	2	1360.0	104
114	1	1	1370.0	103
115	1	0	1420.0	102
116	2	0	1430.0	101
117	3	0	1440.0	100
118	4	0	1450.0	99
119	5	0	1460.0	98
120	6	0	1470.0	97
121	7	0	1480.0	96
122	8	0	1490.0	95
123	8	1	1540.0	94
124	7	1	1550.0	93
125	6	1	1560.0	92
126	5	1	1570.0	91
127	5	2	1580.0	90
128	5	3	1590.0	89
129	5	4	1600.0	88
130	5	3	1610.0	87
131	5	2	1620.0	86
132	5	1	1630.0	85
133	6	1	1640.0	84
134	7	1	1650.0	83
135	8	1	1660.0	82
136	9	1	1670.0	81
137	9	2	1680.0	80
138	9	3	1690.0	79
139	9	4	1700.0	78
140	9	5	1710.0	77
141	9	6	1720.0	76
142	9	7	1730.0	75
143	9	8	1740.0	74
144	8	8	1750.0	73
145	7	8	1760.0	72
146	6	8	1770.0	71
147	5	8	1780.0	70
148	5	7	1790.0	69
149	5	6	1800.0	68
150	5	5	1810.0	67
151	5	6	1820.0	66
152	5	7	1830.0	65
153	5	8	1840.0	64
154	6	8	1850.0	63
155	7	8	1860.0	62
156	8	8	1870.0	61
157	8	9	1880.0	60
158	7	9	1890.0	59
159	6	9	1900.0	58
160	5	9	1910.0	57
161	4	9	1920.0	56
162	3	9	1930.0	55
163	2	9	1940.0	54
164	1	9	1950.0	53
165	1	8	1960.0	52
166	1	7	1970.0	51
167	1	6	1980.0	50
168	1	5	1990.0	49
169	2	5	2000.0	48
170	3	5	2010.0	47
171	4	5	2020.0	46
172	3	5	2030.0	45
173	2	5	2040.0	44
174	1	5	2050.0	43
175	1	6	2060.0	42
176	1	7	2070.0	41
177	1	8	2080.0	40
178	0	8	2090.0	39
179	0	7	2100.0	38
180	0	6	2110.0	37
181	0	5	2120.0	36
182	0	4	2130.0	35
183	0	3	2140.0	34
184	0	2	2150.0	33
185	0	1	2160.0	32
186	1	1	2170.0	31
187	1	2	2180.0	30
188	1	3	2190.0	29
189	1	4	2200.0	28
190	2	4	2210.0	27
191	3	4	2220.0	26
192	4	4	2230.0	25
193	3	4	2240.0	24
194	2	4	2250.0	23
195	1	4	2260.0	22
196	1	3	2270.0	21
197	1	2	2280.0	20
198	1	1	2290.0	19
199	1	0	2300.0	18
200	2	0	2310.0	17
201	3	0	2320.0	16
202	4	0	2330.0	15
203	5	0	2340.0	14
204	6	0	2350.0	13
205	7	0	2360.0	12
206	8	0	2370.0	11
207	8	1	2380.0	10
208	7	1	2390.0	9
209	6	1	2400.0	8
210	5	1	2410.0	7
211	5	2	2420.0	6
212	5	3	2430.0	5
213	5	4	2440.0	4
214	5	3	2450.0	3
215	5	3	2450.0	2
216	5	2	2460.0	1
217	5	1	2470.0	0
